id,video_id,author,text,abusive
UgjR1CHlcX6c3HgCoAEC.7-H0Z7-ST_R70RbjEv7ZoN,K0icRY1Ae5A,Василий Корнев, украина свободная страна нормально это при фашистах у власти кто когда и где жил нормально а вам баранам говорили не гоните лошадей не нарушайте конституцию не скачите за баксов заплатить придется гаразда больше вот и ищите теперь врагов и виновных коль с головами не все в порядке херовому танцору яйца всегда мешают так и вам плоскоголовым живущими одним днем путин виноват янукович конечно же козел и мразь но он был законноизбранным чего не скажешь о парашкине и его свите и возвращению януковича здесь ничего не светит по крайней мере на донбассе на него хуй положили еще тогда когда он присмыкнулся перед бандеровцами и сбежал падла со страны ,True
Ugj9Jz7bkxvvl3gCoAEC.7-H0Z7-6Nol70yZ_a_26-K,rngYEzRxlWU,Alexandr Gherus,поймет тот у кого сердце есть и душа а это не от национальности зависит ,False
Ughqfrd5C4YiRXgCoAEC,T6IbEIBhb8o,Михаил Кернесович Кушнарёв.,россейские толерантые терпилы комментисты против своей власти ссут поднятся так хоть в инете с украинцами повоюют велика россия а отступать не куда позади москвабад бууугага ,True
Uggb0A0Y2SBP43gCoAEC,eP4ggwPaRts,Витя Бессонов,вас обманывают идиоты что ли ,True
UgjvsNxJt8LPq3gCoAEC.7-H0Z7-Nuw27-H3qhsABmx,T6IbEIBhb8o,BehindWorld, сергей владимирович думаю вы меня не правильно поняли ,False
UgiKEvCdHpfSjHgCoAEC,T6IbEIBhb8o,Рожденный в СССР,ролик то трольный америкосами заказаный либо инициатива самих бендерлогов говорим бендер подразумеваем паразит говорим паразит подразумеваем американец шизофрения сейчас в почете завалят своих обвинят других так было всегда гитлер поджог рейхстаг обвинил коммунистов американцы взорвали небоскребы обвинили бен ладена паразиты промывают мозги молодому поколению моисей водил евреев по пустыни лет которую перейти можно за несколько дней лет это поколения после развала ссср прошло лет одно поколение паразиты уже обработали развитие человека и его мировозрение происходит информационно но конечно играет роль и опыт прошлых плотных воплощений ,False
UggqC7FY-_xCcHgCoAEC.7-H0Z7-LfjQ88g7HKOoDkc,29NQo9FRcgY,Михаил Павел, игорь ратников слушай мы уже скоро подарки отправим вам бендерам пидорасам после сирии готовте дупы и гробы себе слава россии и слава вв путину ,True
Uggr-PFvS1fFIHgCoAEC,uhwtsjFbQK4,Семен Алексеев,салоедская серая масса даже не понимают за что митингуют хаха ,True
UghGpXpoA72RCngCoAEC,uhwtsjFbQK4,agusta878,кацапы просто в шоке и ахуе не ожидали сучки ,True
UgjzUjZoLDpiHngCoAEC,TATn7Q207y0,Jim Raynor,отдавайте восток и крым россие и уёбуйте в европу раз так сильно туда хотите правильно мусара вас пиздят восток украины не стремится на тех условиях что сейчас в европу ,True
UgjVbDgoXjnQt3gCoAEC.7-H0Z7-LjuI72CmMpOF2xi,zCmV4dX5tgs,xabir val, сергей к свинья кацапско фашистко власовско путинская ,False
UgjGARqlparUXngCoAEC,NiT0zcDA9RU,htbrjd,майданеры в своем репертуаре как залупаться на рабочих готовивших майдан к новому году так все такие грозные а как обратку получают только и могут кричать ганьба и идти жаловаться что избили бедненьких ,True
